TaxonOriginal,TaxonFloraVeg,Status,RegionFloraVeg,TaxonKaplan
Adonis aestivalis,Adonis aestivalis,VU,Austria,Adonis aestivalis
Adonis flammea,Adonis flammea,EN,Austria,Adonis flammea
Adonis vernalis,Adonis vernalis,VU,Austria,Adonis vernalis
Adoxa moschatellina,Adoxa moschatellina,LC,Austria,Adoxa moschatellina
Aegonychon purpurocaeruleum,Aegonychon purpurocaeruleum,NT,Austria,Buglossoides purpurocaerulea
Aegopodium podagraria,Aegopodium podagraria,LC,Austria,Aegopodium podagraria
Aesculus hippocastanum,Aesculus hippocastanum,n,Austria,Aesculus hippocastanum
Aethionema saxatile,Aethionema saxatile,LC,Austria,Aethionema saxatile
Aethusa cynapium subsp. cynapium,Aethusa cynapium subsp. cynapium,LC,Austria,Aethusa cynapium
Aethusa cynapium subsp. elata,Aethusa cynapium subsp. elata,LC,Austria,Aethusa cynapioides
Ageratina altissima,Ageratina altissima,n,Austria,Ageratina altissima
Agrimonia eupatoria,Agrimonia eupatoria,LC,Austria,Agrimonia eupatoria
Agrimonia procera,Agrimonia procera,LC,Austria,Agrimonia procera
Agropyron pectiniforme,Agropyron pectiniforme,EN,Austria,Agropyron pectiniforme
Agrostemma githago,Agrostemma githago,CR,Austria,Agrostemma githago
Agrostis alpina s.str.,Agrostis alpina s.str.,LC,Austria,Agrostis alpina s.str.
Agrostis canina s.str.,Agrostis canina s.str.,NT,Austria,Agrostis canina s.str.
Agrostis capillaris,Agrostis capillaris,LC,Austria,Agrostis capillaris
Agrostis gigantea,Agrostis gigantea,LC,Austria,Agrostis gigantea
Agrostis rupestris,Agrostis rupestris,LC,Austria,Agrostis rupestris
Agrostis scabra s.orig.,Agrostis scabra s.orig.,n,Austria,Agrostis scabra s.orig.
Agrostis schleicheri,Agrostis schleicheri,LC,Austria,Agrostis schleicheri
Agrostis schraderiana,Agrostis schraderiana,LC,Austria,Agrostis agrostiflora
Agrostis stolonifera s.str.,Agrostis stolonifera s.str.,LC,Austria,Agrostis stolonifera s.str.
Agrostis vinealis,Agrostis vinealis,VU,Austria,Agrostis vinealis
Ailanthus altissima,Ailanthus altissima,n,Austria,Ailanthus altissima
Aira caryophyllea,Aira caryophyllea,EN,Austria,Aira caryophyllea
Aira elegantissima,Aira elegantissima,EN,Austria,Aira elegantissima
Ajuga chamaepitys,Ajuga chamaepitys,VU,Austria,Ajuga chamaepitys subsp. chamaepitys
Ajuga genevensis,Ajuga genevensis,NT,Austria,Ajuga genevensis
Ajuga pyramidalis,Ajuga pyramidalis,LC,Austria,Ajuga pyramidalis
Ajuga reptans,Ajuga reptans,LC,Austria,Ajuga reptans
Akebia quinata,Akebia quinata,n,Austria,Akebia quinata
Alcea biennis,Alcea biennis,EN,Austria,Alcea biennis
Alchemilla acrodon,Alchemilla acrodon,LC,Austria,Alchemilla acrodon
Alchemilla acutata,Alchemilla acutata,LC,Austria,Alchemilla acutata
Alchemilla acutiloba,Alchemilla acutiloba,NT,Austria,Alchemilla acutiloba
Alchemilla aggregata,Alchemilla aggregata,G,Austria,Alchemilla aggregata
Alchemilla alneti,Alchemilla alneti,LC,Austria,Alchemilla alneti
Alchemilla alpigena,Alchemilla alpigena,LC,Austria,Alchemilla alpigena
Alchemilla alpina s.str.,Alchemilla alpina s.str.,LC,Austria,Alchemilla alpina s.str.
Alchemilla alpinula,Alchemilla alpinula,LC,Austria,Alchemilla alpinula
Alchemilla anisiaca,Alchemilla anisiaca,LC,Austria,Alchemilla anisiaca
Alchemilla antiropata,Alchemilla antiropata,VU,Austria,Alchemilla antiropata
Alchemilla arvensis,Alchemilla arvensis,NT,Austria,Alchemilla arvensis
Alchemilla australis,Alchemilla australis,EN,Austria,Alchemilla australis
Alchemilla bonae,Alchemilla bonae,?,Austria,Alchemilla bonae
Alchemilla canifolia,Alchemilla canifolia,LC,Austria,Alchemilla canifolia
Alchemilla carinthiaca,Alchemilla carinthiaca,G,Austria,Alchemilla carinthiaca
Alchemilla cataractarum,Alchemilla cataractarum,G,Austria,Alchemilla cataractarum
Alchemilla colorata,Alchemilla colorata,LC,Austria,Alchemilla colorata
Alchemilla colorata,Alchemilla colorata,LC,Austria,Alchemilla colorata auct. carpat.
Alchemilla compta,Alchemilla compta,LC,Austria,Alchemilla compta
Alchemilla connivens,Alchemilla connivens,LC,Austria,Alchemilla connivens
Alchemilla connivens,Alchemilla connivens,LC,Austria,Alchemilla subconnivens
Alchemilla coriacea,Alchemilla coriacea,LC,Austria,Alchemilla coriacea
Alchemilla crinita,Alchemilla crinita,LC,Austria,Alchemilla crinita
Alchemilla curta,Alchemilla curta,G,Austria,Alchemilla curta
Alchemilla curtiloba,Alchemilla curtiloba,G,Austria,Alchemilla curtiloba
Alchemilla cymatophylla,Alchemilla cymatophylla,n,Austria,Alchemilla cymatophylla
Alchemilla decumbens,Alchemilla decumbens,LC,Austria,Alchemilla decumbens
Alchemilla demissa,Alchemilla demissa,G,Austria,Alchemilla demissa
Alchemilla effusa,Alchemilla effusa,LC,Austria,Alchemilla effusa
Alchemilla eurystoma,Alchemilla eurystoma,G,Austria,Alchemilla eurystoma
Alchemilla exigua,Alchemilla exigua,NT,Austria,Alchemilla exigua
Alchemilla fallax,Alchemilla fallax,LC,Austria,Alchemilla fallax
Alchemilla filicaulis,Alchemilla filicaulis,VU,Austria,Alchemilla filicaulis
Alchemilla filicaulis,Alchemilla filicaulis,VU,Austria,Alchemilla filicaulis subsp. vestita
Alchemilla fissa s.str.,Alchemilla fissa s.str.,LC,Austria,Alchemilla fissa s.str.
Alchemilla flabellata,Alchemilla flabellata,NT,Austria,Alchemilla flabellata
Alchemilla glabra,Alchemilla glabra,LC,Austria,Alchemilla glabra
Alchemilla glacialis,Alchemilla glacialis,G,Austria,Alchemilla glacialis
Alchemilla glaucescens,Alchemilla glaucescens,NT,Austria,Alchemilla glaucescens
Alchemilla glomerulans,Alchemilla glomerulans,LC,Austria,Alchemilla glomerulans
Alchemilla grossidens,Alchemilla grossidens,RE?,Austria,Alchemilla grossidens
Alchemilla hirtipes,Alchemilla hirtipes,NT,Austria,Alchemilla hirtipes
Alchemilla hoppeana,Alchemilla hoppeana,LC,Austria,Alchemilla hoppeana
Alchemilla impexa,Alchemilla impexa,LC,Austria,Alchemilla impexa
Alchemilla incisa,Alchemilla incisa,LC,Austria,Alchemilla incisa
Alchemilla kerneri,Alchemilla kerneri,CR,Austria,Alchemilla kerneri
Alchemilla leutei,Alchemilla leutei,G,Austria,Alchemilla leutei
Alchemilla lineata,Alchemilla lineata,LC,Austria,Alchemilla lineata
Alchemilla othmarii,Alchemilla othmarii,LC,Austria,Alchemilla othmarii
Alchemilla pallens,Alchemilla pallens,LC,Austria,Alchemilla pallens
Alchemilla pentaphyllea,Alchemilla pentaphyllea,G,Austria,Alchemilla pentaphyllea
Alchemilla philonotis,Alchemilla philonotis,EN,Austria,Alchemilla philonotis
Alchemilla platygyria,Alchemilla platygyria,G,Austria,Alchemilla platygyria
Alchemilla plicata,Alchemilla plicata,VU,Austria,Alchemilla plicata
Alchemilla racemulosa,Alchemilla racemulosa,G,Austria,Alchemilla racemulosa
Alchemilla reniformis,Alchemilla reniformis,LC,Austria,Alchemilla reniformis
Alchemilla rubristipula,Alchemilla rubristipula,G,Austria,Alchemilla rubristipula
Alchemilla saliceti,Alchemilla saliceti,G,Austria,Alchemilla saliceti
Alchemilla saxatilis,Alchemilla saxatilis,CR,Austria,Alchemilla saxatilis
Alchemilla semisecta,Alchemilla semisecta,LC,Austria,Alchemilla semisecta
Alchemilla sericoneura,Alchemilla sericoneura,LC,Austria,Alchemilla sericoneura
Alchemilla speciosa,Alchemilla speciosa,n,Austria,Alchemilla speciosa
Alchemilla splendens s.str.,Alchemilla splendens s.str.,G,Austria,Alchemilla splendens s.str.
Alchemilla stiriaca,Alchemilla stiriaca,G,Austria,Alchemilla stiriaca
Alchemilla straminea,Alchemilla straminea,LC,Austria,Alchemilla straminea
Alchemilla strigosula,Alchemilla strigosula,G,Austria,Alchemilla strigosula
Alchemilla subcrenata,Alchemilla subcrenata,LC,Austria,Alchemilla subcrenata
Alchemilla subglobosa,Alchemilla subglobosa,G,Austria,Alchemilla subglobosa
Alchemilla subsericea,Alchemilla subsericea,LC,Austria,Alchemilla subsericea
Alchemilla tenuis,Alchemilla tenuis,G,Austria,Alchemilla tenuis
Alchemilla tirolensis,Alchemilla tirolensis,LC,Austria,Alchemilla tirolensis
Alchemilla undulata,Alchemilla undulata,LC,Austria,Alchemilla undulata
Alchemilla venosula,Alchemilla venosula,G,Austria,Alchemilla gracillima
Alchemilla venosula,Alchemilla venosula,G,Austria,Alchemilla grandiceps
Alchemilla versipila,Alchemilla versipila,LC,Austria,Alchemilla versipila
Alchemilla xanthochlora,Alchemilla xanthochlora,LC,Austria,Alchemilla xanthochlora
Aldrovanda vesiculosa,Aldrovanda vesiculosa,RE,Austria,Aldrovanda vesiculosa
Alisma gramineum,Alisma gramineum,EN,Austria,Alisma gramineum
Alisma lanceolatum,Alisma lanceolatum,VU,Austria,Alisma lanceolatum
Alisma plantago-aquatica s.str.,Alisma plantago-aquatica s.str.,LC,Austria,Alisma plantago-aquatica s.str.
Alliaria petiolata,Alliaria petiolata,LC,Austria,Alliaria petiolata
Allium angulosum,Allium angulosum,VU,Austria,Allium angulosum
Allium atropurpureum,Allium atropurpureum,CR,Austria,Allium atropurpureum
Allium carinatum,Allium carinatum,NT,Austria,Allium carinatum
Allium flavum,Allium flavum,NT,Austria,Allium flavum
Allium kermesinum,Allium kermesinum,VU,Austria,Allium kermesinum
Allium lusitanicum,Allium lusitanicum,LC,Austria,Allium senescens subsp. montanum
Allium ochroleucum,Allium ochroleucum,LC,Austria,Allium ochroleucum
Allium oleraceum,Allium oleraceum,LC,Austria,Allium oleraceum
Allium paradoxum,Allium paradoxum,n,Austria,Allium paradoxum
Allium rotundum,Allium rotundum,VU,Austria,Allium rotundum
Allium sativum,Allium sativum,n,Austria,Allium sativum
Allium schoenoprasum,Allium schoenoprasum,LC,Austria,Allium schoenoprasum
Allium scorodoprasum,Allium scorodoprasum,LC,Austria,Allium scorodoprasum
Allium sphaerocephalon,Allium sphaerocephalon,VU,Austria,Allium sphaerocephalon
Allium strictum,Allium strictum,EN,Austria,Allium strictum
Allium suaveolens,Allium suaveolens,EN,Austria,Allium suaveolens
Allium tuberosum,Allium tuberosum,n,Austria,Allium tuberosum
Allium ursinum,Allium ursinum,LC,Austria,Allium ursinum
Allium ursinum,Allium ursinum,LC,Austria,Allium ursinum subsp. ucrainicum
Allium victorialis,Allium victorialis,LC,Austria,Allium victorialis
Allium vineale,Allium vineale,LC,Austria,Allium vineale
Alnus alnobetula,Alnus alnobetula,LC,Austria,Alnus alnobetula
Alnus glutinosa,Alnus glutinosa,LC,Austria,Alnus glutinosa
Alnus incana,Alnus incana,LC,Austria,Alnus incana
Alopecurus aequalis,Alopecurus aequalis,NT,Austria,Alopecurus aequalis
Alopecurus geniculatus,Alopecurus geniculatus,LC,Austria,Alopecurus geniculatus
Alopecurus myosuroides,Alopecurus myosuroides,n,Austria,Alopecurus myosuroides
Alopecurus pratensis,Alopecurus pratensis,LC,Austria,Alopecurus pratensis
Althaea officinalis s.str.,Althaea officinalis s.str.,VU,Austria,Althaea officinalis s.str.
Cichorium intybus,Cichorium intybus,LC,Austria,Cichorium intybus
Cicuta virosa,Cicuta virosa,EN,Austria,Cicuta virosa
Circaea alpina,Circaea alpina,LC,Austria,Circaea alpina
Circaea canadensis subsp. quadrisulcata,Circaea canadensis subsp. quadrisulcata,LC,Austria,Circaea canadensis subsp. quadrisulcata
Circaea lutetiana s.str.,Circaea lutetiana s.str.,LC,Austria,Circaea lutetiana s.str.
Circaea x intermedia,Circaea x intermedia,LC,Austria,Circaea x intermedia
Cirsium acaulon,Cirsium acaulon,NT,Austria,Cirsium acaulon
Cirsium arvense,Cirsium arvense,LC,Austria,Cirsium arvense
Cirsium brachycephalum,Cirsium brachycephalum,VU,Austria,Cirsium brachycephalum
Cirsium canum,Cirsium canum,VU,Austria,Cirsium canum
Cirsium carniolicum,Cirsium carniolicum,LC,Austria,Cirsium carniolicum
Cirsium eriophorum,Cirsium eriophorum,LC,Austria,Cirsium eriophorum
Althaea taurinensis,Althaea taurinensis,n,Austria,Althaea taurinensis
Alyssum alyssoides,Alyssum alyssoides,LC,Austria,Alyssum alyssoides
Alyssum gmelinii,Alyssum gmelinii,VU,Austria,Alyssum montanum subsp. gmelinii
Alyssum neglectum,Alyssum neglectum,VU,Austria,Alyssum neglectum
Alyssum repens,Alyssum repens,NT,Austria,Alyssum repens
Alyssum turkestanicum,Alyssum turkestanicum,EN,Austria,Alyssum desertorum
Alyssum wulfenianum subsp. ovirense,Alyssum wulfenianum subsp. ovirense,VU,Austria,Alyssum ovirense
Alyssum wulfenianum subsp. wulfenianum,Alyssum wulfenianum subsp. wulfenianum,CR,Austria,Alyssum wulfenianum subsp. wulfenianum
Amaranthus albus,Amaranthus albus,n,Austria,Amaranthus albus
Amaranthus blitoides,Amaranthus blitoides,n,Austria,Amaranthus blitoides
Amaranthus blitum s.str.,Amaranthus blitum s.str.,LC,Austria,Amaranthus blitum s.str.
Amaranthus emarginatus,Amaranthus emarginatus,n,Austria,Amarathus emarginatus
Amaranthus graecizans,Amaranthus graecizans,CR,Austria,Amaranthus graecizans
Amaranthus powellii,Amaranthus powellii,n,Austria,Amaranthus powellii
Amaranthus retroflexus,Amaranthus retroflexus,n,Austria,Amaranthus retroflexus
Ambrosia artemisiifolia,Ambrosia artemisiifolia,n,Austria,Ambrosia artemisiifolia
Amelanchier ovalis s.lat.,Amelanchier ovalis s.lat.,LC,Austria,Amelanchier ovalis s.lat.
Ammi majus,Ammi majus,n,Austria,Ammi majus
Amorpha fruticosa,Amorpha fruticosa,n,Austria,Amorpha fruticosa
Anacamptis coriophora,Anacamptis coriophora,EN,Austria,Orchis coriophora ssp. fragrans
Anacamptis coriophora,Anacamptis coriophora,EN,Austria,Anacamptis coriophora
Anacamptis morio,Anacamptis morio,VU,Austria,Anacamptis morio
Anacamptis palustris,Anacamptis palustris,EN,Austria,Anacamptis palustris
Anacamptis pyramidalis,Anacamptis pyramidalis,VU,Austria,Anacamptis pyramidalis
Anchusa officinalis,Anchusa officinalis,LC,Austria,Anchusa officinalis
Andromeda polifolia,Andromeda polifolia,VU,Austria,Andromeda polifolia
Androsace alpina,Androsace alpina,LC,Austria,Androsace alpina
Androsace chamaejasme,Androsace chamaejasme,LC,Austria,Androsace chamaejasme
Androsace elongata,Androsace elongata,VU,Austria,Androsace elongata
Androsace hausmannii,Androsace hausmannii,LC,Austria,Androsace hausmannii
Androsace helvetica,Androsace helvetica,LC,Austria,Androsace helvetica
Androsace lactea,Androsace lactea,LC,Austria,Androsace lactea
Androsace maxima,Androsace maxima,EN,Austria,Androsace maxima
Androsace obtusifolia,Androsace obtusifolia,LC,Austria,Androsace obtusifolia
Androsace septentrionalis,Androsace septentrionalis,CR,Austria,Androsace septentrionalis
Androsace villosa,Androsace villosa,VU,Austria,Androsace villosa
Androsace vitaliana subsp. sesleri,Androsace vitaliana subsp. sesleri,VU,Austria,Androsace vitaliana subsp. sesleri
Androsace wulfeniana,Androsace wulfeniana,LC,Austria,Androsace wulfeniana
Anemonastrum narcissiflorum,Anemonastrum narcissiflorum,LC,Austria,Anemonastrum narcissiflorum
Anemone apennina,Anemone apennina,n,Austria,Anemone apennina
Anemone baldensis,Anemone baldensis,LC,Austria,Anemone baldensis
Anemone blanda,Anemone blanda,n,Austria,Anemone blanda
Anemone nemorosa,Anemone nemorosa,LC,Austria,Anemone nemorosa
Anemone ranunculoides,Anemone ranunculoides,LC,Austria,Anemone ranunculoides
Anemone sylvestris,Anemone sylvestris,VU,Austria,Anemone sylvestris
Anemone trifolia,Anemone trifolia,LC,Austria,Anemone trifolia
Angelica archangelica subsp. litoralis,Angelica archangelica subsp. litoralis,n,Austria,Angelica archangelica subsp. litoralis
Angelica sylvestris,Angelica sylvestris,LC,Austria,Angelica sylvestris
Antennaria carpatica,Antennaria carpatica,LC,Austria,Antennaria carpatica
Antennaria dioica,Antennaria dioica,LC,Austria,Antennaria dioica
Anthemis arvensis,Anthemis arvensis,LC,Austria,Anthemis arvensis
Anthemis carpatica,Anthemis carpatica,VU,Austria,Anthemis carpatica
Anthemis cotula,Anthemis cotula,VU,Austria,Anthemis cotula
Anthemis ruthenica,Anthemis ruthenica,EN,Austria,Anthemis ruthenica
Anthericum liliago,Anthericum liliago,EN,Austria,Anthericum liliago
Anthericum ramosum,Anthericum ramosum,LC,Austria,Anthericum ramosum
Anthoxanthum alpinum,Anthoxanthum alpinum,LC,Austria,Anthoxanthum alpinum
Anthoxanthum australe,Anthoxanthum australe,NT,Austria,Anthoxanthum australe
Anthoxanthum nitens s.lat.,Anthoxanthum nitens s.lat.,CR,Austria,Anthoxanthum nitens s.lat.
Anthoxanthum repens,Anthoxanthum repens,CR,Austria,Anthoxanthum repens
Anthoxanthum odoratum s.str.,Anthoxanthum odoratum s.str.,LC,Austria,Anthoxanthum odoratum s.str.
Anthriscus caucalis,Anthriscus caucalis,NT,Austria,Anthriscus caucalis
Anthriscus cerefolium,Anthriscus cerefolium,LC,Austria,Anthriscus cerefolium var. trichocarpus
Anthriscus cerefolium,Anthriscus cerefolium,LC,Austria,Anthriscus cerefolium
Anthriscus nitidus,Anthriscus nitidus,LC,Austria,Anthriscus nitidus
Anthriscus sylvestris s.str.,Anthriscus sylvestris s.str.,LC,Austria,Anthriscus sylvestris s.str.
Anthyllis montana subsp. jacquinii,Anthyllis montana subsp. jacquinii,EN,Austria,Anthyllis montana ssp. jacquinii
Anthyllis vulneraria subsp. alpicola,Anthyllis vulneraria subsp. alpicola,LC,Austria,Anthyllis vulneraria subsp. alpicola
Anthyllis vulneraria subsp. carpatica,Anthyllis vulneraria subsp. carpatica,NT,Austria,Anthyllis vulneraria subsp. carpatica
Anthyllis vulneraria subsp. carpatica,Anthyllis vulneraria subsp. carpatica,NT,Austria,Anthyllis vulneraria subsp. pseudovulneraria
Anthyllis vulneraria subsp. polyphylla,Anthyllis vulneraria subsp. polyphylla,NT,Austria,Anthyllis vulneraria subsp. polyphylla
Anthyllis vulneraria subsp. pseudovulneraria,Anthyllis vulneraria subsp. pseudovulneraria,DD,Austria,Anthyllis vulneraria subsp. pseudovulneraria
Antirrhinum majus,Antirrhinum majus,n,Austria,Antirrhinum majus
Apera interrupta,Apera interrupta,LC,Austria,Apera interrupta
Apera spica-venti,Apera spica-venti,LC,Austria,Apera spica-venti
Apium graveolens,Apium graveolens,RE,Austria,Apium graveolens
Aposeris foetida,Aposeris foetida,LC,Austria,Aposeris foetida
Aquilegia alpina,Aquilegia alpina,CR,Austria,Aquilegia alpina
Aquilegia einseleana,Aquilegia einseleana,VU,Austria,Aquilegia einseleana
Aquilegia vulgaris subsp. atrata,Aquilegia vulgaris subsp. atrata,LC,Austria,Aquilegia vulgaris subsp. atrata
Aquilegia vulgaris subsp. nigricans,Aquilegia vulgaris subsp. nigricans,LC,Austria,Aquilegia vulgaris subsp. nigricans
Aquilegia vulgaris subsp. vulgaris,Aquilegia vulgaris subsp. vulgaris,LC,Austria,Aquilegia vulgaris subsp. vulgaris
Arabidopsis arenosa,Arabidopsis arenosa,LC,Austria,Arabidopsis arenosa
Arabidopsis arenosa,Arabidopsis arenosa,LC,Austria,"Cardaminopsis arenosa ""nitida"""
Arabidopsis arenosa,Arabidopsis arenosa,LC,Austria,"Cardaminopsis arenosa ""petrogena"""
Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,VU,Austria,Arabidopsis halleri subsp. halleri
Arabidopsis halleri subsp. ovirensis,Arabidopsis halleri subsp. ovirensis,LC,Austria,Cardaminopsis halleri ssp. ovirensis
Arabidopsis lyrata subsp. petraea,Arabidopsis lyrata subsp. petraea,LC,Austria,Arabidopsis lyrata subsp. petraea
Arabidopsis thaliana,Arabidopsis thaliana,LC,Austria,Arabidopsis thaliana
Arabis alpina s.str.,Arabis alpina s.str.,LC,Austria,Arabis alpina s.str.
Arabis arabiformis,Arabis arabiformis,LC,Austria,Arabis arabiformis
Arabis auriculata,Arabis auriculata,NT,Austria,Arabis auriculata
Arabis bellidifolia s.str.,Arabis bellidifolia s.str.,LC,Austria,Arabis bellidifolia s.str.
Arabis caerulea,Arabis caerulea,LC,Austria,Arabis caerulea
Arabis ciliata,Arabis ciliata,LC,Austria,Arabis ciliata
Arabis hirsuta s.str.,Arabis hirsuta s.str.,LC,Austria,Arabis hirsuta s.str.
Arabis nemorensis,Arabis nemorensis,CR,Austria,Arabis nemorensis
Arabis nova,Arabis nova,EN,Austria,Arabis nova
Arabis procurrens,Arabis procurrens,n,Austria,Arabis procurrens
Arabis rosea,Arabis rosea,n,Austria,Arabis rosea
Arabis sagittata,Arabis sagittata,NT,Austria,Arabis sagittata
Arabis soyeri subsp. subcoriacea,Arabis soyeri subsp. subcoriacea,LC,Austria,Arabis soyeri ssp. subcoriacea
Arabis stellulata,Arabis stellulata,LC,Austria,Arabis stellulata
Arabis sudetica,Arabis sudetica,LC,Austria,Arabis sudetica
Aralia elata,Aralia elata,n,Austria,Aralia elata
Arctium lappa,Arctium lappa,LC,Austria,Arctium lappa
Arctium minus s.str.,Arctium minus s.str.,LC,Austria,Arctium minus s.str.
Arctium nemorosum,Arctium nemorosum,LC,Austria,Arctium nemorosum
Arctium tomentosum,Arctium tomentosum,LC,Austria,Arctium tomentosum
Arctostaphylos alpinus,Arctostaphylos alpinus,LC,Austria,Arctostaphylos alpinus
